model,example_index,class,prediction,band,gate
Independent,66,mid,mid,500-750 Hz,0.6213632
Independent,66,mid,mid,750-1000 Hz,0.7055889
Independent,66,mid,mid,1-1.5 kHz,0.55186987
Independent,66,mid,mid,1.5-2.5 kHz,0.56158155
Independent,66,mid,mid,2.5-4 kHz,0.6718297
Independent,66,mid,mid,>4 kHz,0.66351545
Independent,67,low,low,<250 Hz,0.67412126
Independent,67,low,low,250-500 Hz,0.83981985
Independent,67,low,low,500-750 Hz,0.58376706
Independent,67,low,low,750-1000 Hz,0.67487484
Independent,67,low,low,1-1.5 kHz,0.57494897
Independent,67,low,low,1.5-2.5 kHz,0.5564554
Independent,67,low,low,2.5-4 kHz,0.7585357
Independent,67,low,low,>4 kHz,0.5801225
Independent,68,high,high,<250 Hz,0.5677463
Independent,68,high,high,250-500 Hz,0.5788905
Independent,68,high,high,500-750 Hz,0.5762073
Independent,68,high,high,750-1000 Hz,0.53792125
Independent,68,high,high,1-1.5 kHz,0.70135754
Independent,68,high,high,1.5-2.5 kHz,0.8543656
Independent,68,high,high,2.5-4 kHz,0.5731388
Independent,68,high,high,>4 kHz,0.58840984
Independent,69,low,low,<250 Hz,0.6358284
Independent,69,low,low,250-500 Hz,0.89452296
Independent,69,low,low,500-750 Hz,0.56531334
Independent,69,low,low,750-1000 Hz,0.55134374
Independent,69,low,low,1-1.5 kHz,0.5917653
Independent,69,low,low,1.5-2.5 kHz,0.56697863
Independent,69,low,low,2.5-4 kHz,0.7814442
Independent,69,low,low,>4 kHz,0.5756011
Independent,70,low,low,<250 Hz,0.63337106
Independent,70,low,low,250-500 Hz,0.7743215
Independent,70,low,low,500-750 Hz,0.5971662
Independent,70,low,low,750-1000 Hz,0.717011
Independent,70,low,low,1-1.5 kHz,0.5656889
Independent,70,low,low,1.5-2.5 kHz,0.56403095
Independent,70,low,low,2.5-4 kHz,0.6967926
Independent,70,low,low,>4 kHz,0.60677433
Independent,71,low + high,mid,<250 Hz,0.6757397
Independent,71,low + high,mid,250-500 Hz,0.56906676
Independent,71,low + high,mid,500-750 Hz,0.57800066
Independent,71,low + high,mid,750-1000 Hz,0.631734
Independent,71,low + high,mid,1-1.5 kHz,0.7019031
Independent,71,low + high,mid,1.5-2.5 kHz,0.73953044
Independent,71,low + high,mid,2.5-4 kHz,0.62428
Independent,71,low + high,mid,>4 kHz,0.87732613
Independent,72,low,low,<250 Hz,0.5738569
Independent,72,low,low,250-500 Hz,0.5699383
Independent,72,low,low,500-750 Hz,0.5602597
Independent,72,low,low,750-1000 Hz,0.538639
Independent,72,low,low,1-1.5 kHz,0.53418523
Independent,72,low,low,1.5-2.5 kHz,0.5516708
Independent,72,low,low,2.5-4 kHz,0.68383336
Independent,72,low,low,>4 kHz,0.5600138
Independent,73,high,high,<250 Hz,0.5638134
Independent,73,high,high,250-500 Hz,0.5716795
Independent,73,high,high,500-750 Hz,0.67111295
Independent,73,high,high,750-1000 Hz,0.6298296
Independent,73,high,high,1-1.5 kHz,0.62506545
Independent,73,high,high,1.5-2.5 kHz,0.8009022
Independent,73,high,high,2.5-4 kHz,0.56201017
Independent,73,high,high,>4 kHz,0.59375155
Independent,74,mid,mid,<250 Hz,0.5673127
Independent,74,mid,mid,250-500 Hz,0.557199
Independent,74,mid,mid,500-750 Hz,0.7754521
Independent,74,mid,mid,750-1000 Hz,0.6792543
Independent,74,mid,mid,1-1.5 kHz,0.5558651
Independent,74,mid,mid,1.5-2.5 kHz,0.5700958
Independent,74,mid,mid,2.5-4 kHz,0.5621227
Independent,74,mid,mid,>4 kHz,0.726299
Independent,75,low,low,<250 Hz,0.67606986
Independent,75,low,low,250-500 Hz,0.75036824
Independent,75,low,low,500-750 Hz,0.86930114
Independent,75,low,low,750-1000 Hz,0.62398845
Independent,75,low,low,1-1.5 kHz,0.558259
Independent,75,low,low,1.5-2.5 kHz,0.5920829
Independent,75,low,low,2.5-4 kHz,0.70126015
Independent,75,low,low,>4 kHz,0.62309265
Independent,76,low,low,<250 Hz,0.6632377
Independent,76,low,low,250-500 Hz,0.7550573
Independent,76,low,low,500-750 Hz,0.81507045
Independent,76,low,low,750-1000 Hz,0.6037374
Independent,76,low,low,1-1.5 kHz,0.57310814
Independent,76,low,low,1.5-2.5 kHz,0.58692527
Independent,76,low,low,2.5-4 kHz,0.7023529
Independent,76,low,low,>4 kHz,0.60008854
Independent,77,high,high,<250 Hz,0.5829756
Independent,77,high,high,250-500 Hz,0.58391464
Independent,77,high,high,500-750 Hz,0.8530951
Independent,77,high,high,750-1000 Hz,0.62234366
Independent,77,high,high,1-1.5 kHz,0.63161975
Independent,77,high,high,1.5-2.5 kHz,0.6310756
Independent,77,high,high,2.5-4 kHz,0.5743333
Independent,77,high,high,>4 kHz,0.7118586
Independent,78,high,low + high,<250 Hz,0.5695704
Independent,78,high,low + high,250-500 Hz,0.620203
Independent,78,high,low + high,500-750 Hz,0.5580822
Independent,78,high,low + high,750-1000 Hz,0.53584754
Independent,78,high,low + high,1-1.5 kHz,0.8230724
Independent,78,high,low + high,1.5-2.5 kHz,0.725087
Independent,78,high,low + high,2.5-4 kHz,0.5641616
Independent,78,high,low + high,>4 kHz,0.5683899
Independent,79,low + high,low + high,<250 Hz,0.60378134
Independent,79,low + high,low + high,250-500 Hz,0.7797397
Independent,79,low + high,low + high,500-750 Hz,0.5569062
Independent,79,low + high,low + high,750-1000 Hz,0.5709223
Independent,79,low + high,low + high,1-1.5 kHz,0.68596226
Independent,79,low + high,low + high,1.5-2.5 kHz,0.65709347
Independent,79,low + high,low + high,2.5-4 kHz,0.67246777
Independent,79,low + high,low + high,>4 kHz,0.7486667
Independent,80,high,high,<250 Hz,0.5683461
Independent,80,high,high,250-500 Hz,0.6054023
Independent,80,high,high,500-750 Hz,0.71053
Independent,80,high,high,750-1000 Hz,0.5628466
Independent,80,high,high,1-1.5 kHz,0.76470715
Independent,80,high,high,1.5-2.5 kHz,0.65607977
Independent,80,high,high,2.5-4 kHz,0.5697605
Independent,80,high,high,>4 kHz,0.6342095
Independent,81,low,low,<250 Hz,0.67725974
Independent,81,low,low,250-500 Hz,0.6858048
Independent,81,low,low,500-750 Hz,0.70545197
Independent,81,low,low,750-1000 Hz,0.7057838
Independent,81,low,low,1-1.5 kHz,0.5553354
Independent,81,low,low,1.5-2.5 kHz,0.5615355
Independent,81,low,low,2.5-4 kHz,0.6625329
Independent,81,low,low,>4 kHz,0.6452963
Independent,82,mid,low,<250 Hz,0.7772617
Independent,82,mid,low,250-500 Hz,0.81919354
Independent,82,mid,low,500-750 Hz,0.5623739
Independent,82,mid,low,750-1000 Hz,0.622343
Independent,82,mid,low,1-1.5 kHz,0.5623489
Independent,82,mid,low,1.5-2.5 kHz,0.55766326
Independent,82,mid,low,2.5-4 kHz,0.77986324
Independent,82,mid,low,>4 kHz,0.6571233
Independent,83,low,low,<250 Hz,0.6792086
Independent,83,low,low,250-500 Hz,0.7460808
Independent,83,low,low,500-750 Hz,0.7935346
Independent,83,low,low,750-1000 Hz,0.58107996
Independent,83,low,low,1-1.5 kHz,0.5746298
Independent,83,low,low,1.5-2.5 kHz,0.60218185
Independent,83,low,low,2.5-4 kHz,0.7021869
Independent,83,low,low,>4 kHz,0.5910642
Independent,84,low,low,<250 Hz,0.5764437
Independent,84,low,low,250-500 Hz,0.5848177
Independent,84,low,low,500-750 Hz,0.87144065
Independent,84,low,low,750-1000 Hz,0.62833315
Independent,84,low,low,1-1.5 kHz,0.5365035
Independent,84,low,low,1.5-2.5 kHz,0.57261974
Independent,84,low,low,2.5-4 kHz,0.58366156
Independent,84,low,low,>4 kHz,0.7076137
Independent,85,low,high,<250 Hz,0.59369594
Independent,85,low,high,250-500 Hz,0.5896562
Independent,85,low,high,500-750 Hz,0.91804385
Independent,85,low,high,750-1000 Hz,0.6459996
Independent,85,low,high,1-1.5 kHz,0.54961646
Independent,85,low,high,1.5-2.5 kHz,0.68532574
Independent,85,low,high,2.5-4 kHz,0.58355343
Independent,85,low,high,>4 kHz,0.6550152
Independent,86,high,high,<250 Hz,0.57386774
Independent,86,high,high,250-500 Hz,0.57517046
Independent,86,high,high,500-750 Hz,0.75368524
Independent,86,high,high,750-1000 Hz,0.58687747
Independent,86,high,high,1-1.5 kHz,0.6726306
Independent,86,high,high,1.5-2.5 kHz,0.65162027
Independent,86,high,high,2.5-4 kHz,0.5665347
Independent,86,high,high,>4 kHz,0.71941286
Independent,87,low + high,low + high,<250 Hz,0.57130724
Independent,87,low + high,low + high,250-500 Hz,0.59155506
Independent,87,low + high,low + high,500-750 Hz,0.5649307
Independent,87,low + high,low + high,750-1000 Hz,0.5361784
Independent,87,low + high,low + high,1-1.5 kHz,0.7469377
Independent,87,low + high,low + high,1.5-2.5 kHz,0.8180308
Independent,87,low + high,low + high,2.5-4 kHz,0.5659991
Independent,87,low + high,low + high,>4 kHz,0.5889858
Independent,88,high,mid,<250 Hz,0.5682016
Independent,88,high,mid,250-500 Hz,0.5769248
Independent,88,high,mid,500-750 Hz,0.83070207
Independent,88,high,mid,750-1000 Hz,0.6064079
Independent,88,high,mid,1-1.5 kHz,0.53656334
Independent,88,high,mid,1.5-2.5 kHz,0.5710381
Independent,88,high,mid,2.5-4 kHz,0.5757181
Independent,88,high,mid,>4 kHz,0.79908186
Independent,89,high,high,<250 Hz,0.58737296
Independent,89,high,high,250-500 Hz,0.5716844
Independent,89,high,high,500-750 Hz,0.82033044
Independent,89,high,high,750-1000 Hz,0.6017685
Independent,89,high,high,1-1.5 kHz,0.63601696
Independent,89,high,high,1.5-2.5 kHz,0.6796778
Independent,89,high,high,2.5-4 kHz,0.57674944
Independent,89,high,high,>4 kHz,0.80655277
Independent,90,high,high,<250 Hz,0.5824674
Independent,90,high,high,250-500 Hz,0.5561467
Independent,90,high,high,500-750 Hz,0.7837654
Independent,90,high,high,750-1000 Hz,0.6013814
Independent,90,high,high,1-1.5 kHz,0.68723434
Independent,90,high,high,1.5-2.5 kHz,0.6791261
Independent,90,high,high,2.5-4 kHz,0.5691655
Independent,90,high,high,>4 kHz,0.77321047
Independent,91,mid,low + high,<250 Hz,0.5939902
Independent,91,mid,low + high,250-500 Hz,0.5645534
Independent,91,mid,low + high,500-750 Hz,0.5557029
Independent,91,mid,low + high,750-1000 Hz,0.5832055
Independent,91,mid,low + high,1-1.5 kHz,0.7500291
Independent,91,mid,low + high,1.5-2.5 kHz,0.7532875
Independent,91,mid,low + high,2.5-4 kHz,0.57402664
Independent,91,mid,low + high,>4 kHz,0.76078343
Independent,92,low + high,low + high,<250 Hz,0.7094203
Independent,92,low + high,low + high,250-500 Hz,0.9124017
Independent,92,low + high,low + high,500-750 Hz,0.558199
Independent,92,low + high,low + high,750-1000 Hz,0.5739839
Independent,92,low + high,low + high,1-1.5 kHz,0.6090376
Independent,92,low + high,low + high,1.5-2.5 kHz,0.55951935
Independent,92,low + high,low + high,2.5-4 kHz,0.8301217
Independent,92,low + high,low + high,>4 kHz,0.5996435
Independent,93,low + high,low,<250 Hz,0.77422035
Independent,93,low + high,low,250-500 Hz,0.8874759
Independent,93,low + high,low,500-750 Hz,0.557424
Independent,93,low + high,low,750-1000 Hz,0.6101965
Independent,93,low + high,low,1-1.5 kHz,0.5947593
Independent,93,low + high,low,1.5-2.5 kHz,0.5576507
Independent,93,low + high,low,2.5-4 kHz,0.8311689
Independent,93,low + high,low,>4 kHz,0.5997703
Independent,94,low,low,<250 Hz,0.5849144
Independent,94,low,low,250-500 Hz,0.77067417
Independent,94,low,low,500-750 Hz,0.61333495
Independent,94,low,low,750-1000 Hz,0.69294935
Independent,94,low,low,1-1.5 kHz,0.5710435
Independent,94,low,low,1.5-2.5 kHz,0.5643505
Independent,94,low,low,2.5-4 kHz,0.65598255
Independent,94,low,low,>4 kHz,0.5743881
Independent,95,mid,mid,<250 Hz,0.633412
Independent,95,mid,mid,250-500 Hz,0.5628732
Independent,95,mid,mid,500-750 Hz,0.6389383
Independent,95,mid,mid,750-1000 Hz,0.6860394
Independent,95,mid,mid,1-1.5 kHz,0.5582199
Independent,95,mid,mid,1.5-2.5 kHz,0.573478
Independent,95,mid,mid,2.5-4 kHz,0.6034537
Independent,95,mid,mid,>4 kHz,0.7440245
Independent,96,mid,mid,<250 Hz,0.70554215
Independent,96,mid,mid,250-500 Hz,0.7585155
Independent,96,mid,mid,500-750 Hz,0.5618698
Independent,96,mid,mid,750-1000 Hz,0.60352135
Independent,96,mid,mid,1-1.5 kHz,0.6100177
Independent,96,mid,mid,1.5-2.5 kHz,0.6249469
Independent,96,mid,mid,2.5-4 kHz,0.7215781
Independent,96,mid,mid,>4 kHz,0.7457604
Independent,97,low,low,<250 Hz,0.66556436
Independent,97,low,low,250-500 Hz,0.837199
Independent,97,low,low,500-750 Hz,0.61713713
Independent,97,low,low,750-1000 Hz,0.70949334
Independent,97,low,low,1-1.5 kHz,0.5865674
Independent,97,low,low,1.5-2.5 kHz,0.57300615
Independent,97,low,low,2.5-4 kHz,0.7526649
Independent,97,low,low,>4 kHz,0.58502245
Independent,98,mid,high,<250 Hz,0.56989086
Independent,98,mid,high,250-500 Hz,0.562891
Independent,98,mid,high,500-750 Hz,0.72187585
Independent,98,mid,high,750-1000 Hz,0.5781359
Independent,98,mid,high,1-1.5 kHz,0.6229078
Independent,98,mid,high,1.5-2.5 kHz,0.6480677
Independent,98,mid,high,2.5-4 kHz,0.56631297
Independent,98,mid,high,>4 kHz,0.79901195
Independent,99,low + high,mid,<250 Hz,0.6464328
Independent,99,low + high,mid,250-500 Hz,0.6504916
Independent,99,low + high,mid,500-750 Hz,0.5733895
Independent,99,low + high,mid,750-1000 Hz,0.6518029
Independent,99,low + high,mid,1-1.5 kHz,0.6547873
Independent,99,low + high,mid,1.5-2.5 kHz,0.68886644
Independent,99,low + high,mid,2.5-4 kHz,0.63077265
Independent,99,low + high,mid,>4 kHz,0.8266047
Independent,100,low,low,<250 Hz,0.63826275
Independent,100,low,low,250-500 Hz,0.7921025
Independent,100,low,low,500-750 Hz,0.75945026
Independent,100,low,low,750-1000 Hz,0.5584632
Independent,100,low,low,1-1.5 kHz,0.56578857
Independent,100,low,low,1.5-2.5 kHz,0.5765324
Independent,100,low,low,2.5-4 kHz,0.7072795
Independent,100,low,low,>4 kHz,0.57735914
Independent,101,mid,mid,<250 Hz,0.6610377
Independent,101,mid,mid,250-500 Hz,0.62034327
Independent,101,mid,mid,500-750 Hz,0.60112566
Independent,101,mid,mid,750-1000 Hz,0.76092947
Independent,101,mid,mid,1-1.5 kHz,0.54151815
Independent,101,mid,mid,1.5-2.5 kHz,0.55826753
Independent,101,mid,mid,2.5-4 kHz,0.63439935
Independent,101,mid,mid,>4 kHz,0.64150625
Independent,102,mid,low + high,<250 Hz,0.5953845
Independent,102,mid,low + high,250-500 Hz,0.5661482
Independent,102,mid,low + high,500-750 Hz,0.5537739
Independent,102,mid,low + high,750-1000 Hz,0.58368886
Independent,102,mid,low + high,1-1.5 kHz,0.75179404
Independent,102,mid,low + high,1.5-2.5 kHz,0.70946544
Independent,102,mid,low + high,2.5-4 kHz,0.5875599
Independent,102,mid,low + high,>4 kHz,0.7584624
Independent,103,low,low,<250 Hz,0.74656016
Independent,103,low,low,250-500 Hz,0.8911874
Independent,103,low,low,500-750 Hz,0.55431235
Independent,103,low,low,750-1000 Hz,0.59181726
Independent,103,low,low,1-1.5 kHz,0.59794706
Independent,103,low,low,1.5-2.5 kHz,0.559955
Independent,103,low,low,2.5-4 kHz,0.8249958
Independent,103,low,low,>4 kHz,0.593525
Independent,104,low + high,mid,<250 Hz,0.6555742
Independent,104,low + high,mid,250-500 Hz,0.62421656
Independent,104,low + high,mid,500-750 Hz,0.5574365
Independent,104,low + high,mid,750-1000 Hz,0.5806268
Independent,104,low + high,mid,1-1.5 kHz,0.64553535
Independent,104,low + high,mid,1.5-2.5 kHz,0.6376392
Independent,104,low + high,mid,2.5-4 kHz,0.6161673
Independent,104,low + high,mid,>4 kHz,0.7762078
Independent,105,mid,mid,<250 Hz,0.622093
Independent,105,mid,mid,250-500 Hz,0.5579566
Independent,105,mid,mid,500-750 Hz,0.71670115
Independent,105,mid,mid,750-1000 Hz,0.8699096
Independent,105,mid,mid,1-1.5 kHz,0.5519549
Independent,105,mid,mid,1.5-2.5 kHz,0.5589855
Independent,105,mid,mid,2.5-4 kHz,0.6173595
Independent,105,mid,mid,>4 kHz,0.6006314
Independent,106,low,low,<250 Hz,0.63063306
Independent,106,low,low,250-500 Hz,0.5589421
Independent,106,low,low,500-750 Hz,0.7066675
Independent,106,low,low,750-1000 Hz,0.8478575
Independent,106,low,low,1-1.5 kHz,0.5603738
Independent,106,low,low,1.5-2.5 kHz,0.56646574
Independent,106,low,low,2.5-4 kHz,0.6172788
Independent,106,low,low,>4 kHz,0.596479
Independent,107,high,high,<250 Hz,0.5599338
Independent,107,high,high,250-500 Hz,0.59287184
Independent,107,high,high,500-750 Hz,0.5730967
Independent,107,high,high,750-1000 Hz,0.5370808
Independent,107,high,high,1-1.5 kHz,0.7767928
Independent,107,high,high,1.5-2.5 kHz,0.7763226
Independent,107,high,high,2.5-4 kHz,0.56152296
Independent,107,high,high,>4 kHz,0.56901866
Independent,108,mid,low,<250 Hz,0.839074
Independent,108,mid,low,250-500 Hz,0.8915787
Independent,108,mid,low,500-750 Hz,0.57583785
Independent,108,mid,low,750-1000 Hz,0.6704267
Independent,108,mid,low,1-1.5 kHz,0.5975352
Independent,108,mid,low,1.5-2.5 kHz,0.56406826
Independent,108,mid,low,2.5-4 kHz,0.8525649
Independent,108,mid,low,>4 kHz,0.6838688
Independent,109,high,high,<250 Hz,0.5799096
Independent,109,high,high,250-500 Hz,0.5629326
Independent,109,high,high,500-750 Hz,0.7963242
Independent,109,high,high,750-1000 Hz,0.5834247
Independent,109,high,high,1-1.5 kHz,0.643677
Independent,109,high,high,1.5-2.5 kHz,0.6582152
Independent,109,high,high,2.5-4 kHz,0.5662969
Independent,109,high,high,>4 kHz,0.6971452
Independent,110,low,low,<250 Hz,0.6774674
Independent,110,low,low,250-500 Hz,0.7755506
Independent,110,low,low,500-750 Hz,0.7923429
Independent,110,low,low,750-1000 Hz,0.595933
Independent,110,low,low,1-1.5 kHz,0.55991185
Independent,110,low,low,1.5-2.5 kHz,0.5744316
Independent,110,low,low,2.5-4 kHz,0.7158004
Independent,110,low,low,>4 kHz,0.60019773
Independent,111,low + high,low + high,<250 Hz,0.67542684
Independent,111,low + high,low + high,250-500 Hz,0.66893786
Independent,111,low + high,low + high,500-750 Hz,0.5517876
Independent,111,low + high,low + high,750-1000 Hz,0.580852
Independent,111,low + high,low + high,1-1.5 kHz,0.7021713
Independent,111,low + high,low + high,1.5-2.5 kHz,0.67464113
Independent,111,low + high,low + high,2.5-4 kHz,0.6429462
Independent,111,low + high,low + high,>4 kHz,0.6846195
Independent,112,high,low + high,<250 Hz,0.59978193
Independent,112,high,low + high,250-500 Hz,0.56379694
Independent,112,high,low + high,500-750 Hz,0.55550486
Independent,112,high,low + high,750-1000 Hz,0.59764653
Independent,112,high,low + high,1-1.5 kHz,0.77115697
Independent,112,high,low + high,1.5-2.5 kHz,0.731591
Independent,112,high,low + high,2.5-4 kHz,0.5716306
Independent,112,high,low + high,>4 kHz,0.8141944
Independent,113,low,mid,<250 Hz,0.6104153
Independent,113,low,mid,250-500 Hz,0.56075746
Independent,113,low,mid,500-750 Hz,0.6873134
Independent,113,low,mid,750-1000 Hz,0.8021469
Independent,113,low,mid,1-1.5 kHz,0.58646023
Independent,113,low,mid,1.5-2.5 kHz,0.5692921
Independent,113,low,mid,2.5-4 kHz,0.59900767
Independent,113,low,mid,>4 kHz,0.59110624
Independent,114,low + high,low + high,<250 Hz,0.6474935
Independent,114,low + high,low + high,250-500 Hz,0.6261928
Independent,114,low + high,low + high,500-750 Hz,0.55222625
Independent,114,low + high,low + high,750-1000 Hz,0.5733351
Independent,114,low + high,low + high,1-1.5 kHz,0.6867568
Independent,114,low + high,low + high,1.5-2.5 kHz,0.66193664
Independent,114,low + high,low + high,2.5-4 kHz,0.6105892
Independent,114,low + high,low + high,>4 kHz,0.70234454
Independent,115,mid,low + high,<250 Hz,0.7174365
Independent,115,mid,low + high,250-500 Hz,0.7607231
Independent,115,mid,low + high,500-750 Hz,0.5653881
Independent,115,mid,low + high,750-1000 Hz,0.61751205
Independent,115,mid,low + high,1-1.5 kHz,0.62428063
Independent,115,mid,low + high,1.5-2.5 kHz,0.6399812
Independent,115,mid,low + high,2.5-4 kHz,0.7251492
Independent,115,mid,low + high,>4 kHz,0.77294695
Independent,116,high,high,<250 Hz,0.5664546
Independent,116,high,high,250-500 Hz,0.5560633
Independent,116,high,high,500-750 Hz,0.8055538
Independent,116,high,high,750-1000 Hz,0.5720035
Independent,116,high,high,1-1.5 kHz,0.5725784
Independent,116,high,high,1.5-2.5 kHz,0.741545
Independent,116,high,high,2.5-4 kHz,0.5666037
Independent,116,high,high,>4 kHz,0.5903126
Independent,117,mid,mid,<250 Hz,0.5768073
Independent,117,mid,mid,250-500 Hz,0.5593852
Independent,117,mid,mid,500-750 Hz,0.69232255
Independent,117,mid,mid,750-1000 Hz,0.57425874
Independent,117,mid,mid,1-1.5 kHz,0.62286174
Independent,117,mid,mid,1.5-2.5 kHz,0.6353718
Independent,117,mid,mid,2.5-4 kHz,0.56521237
Independent,117,mid,mid,>4 kHz,0.808802
Independent,118,high,high,<250 Hz,0.5675641
Independent,118,high,high,250-500 Hz,0.5730115
Independent,118,high,high,500-750 Hz,0.77743137
Independent,118,high,high,750-1000 Hz,0.61840063
Independent,118,high,high,1-1.5 kHz,0.63712114
Independent,118,high,high,1.5-2.5 kHz,0.7483023
Independent,118,high,high,2.5-4 kHz,0.5673594
Independent,118,high,high,>4 kHz,0.6024131
Independent,119,low,low,<250 Hz,0.6377708
Independent,119,low,low,250-500 Hz,0.8157569
Independent,119,low,low,500-750 Hz,0.8273431
Independent,119,low,low,750-1000 Hz,0.56729645
Independent,119,low,low,1-1.5 kHz,0.5754896
Independent,119,low,low,1.5-2.5 kHz,0.61155516
Independent,119,low,low,2.5-4 kHz,0.7234162
Independent,119,low,low,>4 kHz,0.57787824
Independent,120,low + high,mid,<250 Hz,0.67417324
Independent,120,low + high,mid,250-500 Hz,0.6221483
Independent,120,low + high,mid,500-750 Hz,0.5619401
Independent,120,low + high,mid,750-1000 Hz,0.59868824
Independent,120,low + high,mid,1-1.5 kHz,0.5973889
Independent,120,low + high,mid,1.5-2.5 kHz,0.62789464
Independent,120,low + high,mid,2.5-4 kHz,0.6286914
Independent,120,low + high,mid,>4 kHz,0.78504
Independent,121,low + high,low + high,<250 Hz,0.6473912
Independent,121,low + high,low + high,250-500 Hz,0.7957851
Independent,121,low + high,low + high,500-750 Hz,0.5524165
Independent,121,low + high,low + high,750-1000 Hz,0.5672698
Independent,121,low + high,low + high,1-1.5 kHz,0.75457436
Independent,121,low + high,low + high,1.5-2.5 kHz,0.64877987
Independent,121,low + high,low + high,2.5-4 kHz,0.71062624
Independent,121,low + high,low + high,>4 kHz,0.5773877
Independent,122,high,high,<250 Hz,0.59219134
Independent,122,high,high,250-500 Hz,0.5589675
Independent,122,high,high,500-750 Hz,0.627175
Independent,122,high,high,750-1000 Hz,0.5774634
Independent,122,high,high,1-1.5 kHz,0.72228837
Independent,122,high,high,1.5-2.5 kHz,0.7560741
Independent,122,high,high,2.5-4 kHz,0.58426094
Independent,122,high,high,>4 kHz,0.87792146
Independent,123,low,low,<250 Hz,0.80948365
Independent,123,low,low,250-500 Hz,0.8915994
Independent,123,low,low,500-750 Hz,0.5727504
Independent,123,low,low,750-1000 Hz,0.6441739
Independent,123,low,low,1-1.5 kHz,0.5959834
Independent,123,low,low,1.5-2.5 kHz,0.5558289
Independent,123,low,low,2.5-4 kHz,0.8453291
Independent,123,low,low,>4 kHz,0.6272671
Independent,124,high,high,<250 Hz,0.57640046
Independent,124,high,high,250-500 Hz,0.5570849
Independent,124,high,high,500-750 Hz,0.8050388
Independent,124,high,high,750-1000 Hz,0.56299806
Independent,124,high,high,1-1.5 kHz,0.6270997
Independent,124,high,high,1.5-2.5 kHz,0.63481164
Independent,124,high,high,2.5-4 kHz,0.5741945
Independent,124,high,high,>4 kHz,0.64747095
Independent,125,high,low + high,<250 Hz,0.57485116
Independent,125,high,low + high,250-500 Hz,0.6304372
Independent,125,high,low + high,500-750 Hz,0.5584526
Independent,125,high,low + high,750-1000 Hz,0.5365003
Independent,125,high,low + high,1-1.5 kHz,0.8357223
Independent,125,high,low + high,1.5-2.5 kHz,0.72489065
Independent,125,high,low + high,2.5-4 kHz,0.5725095
Independent,125,high,low + high,>4 kHz,0.5792278
Independent,126,low + high,mid,<250 Hz,0.78164136
Independent,126,low + high,mid,250-500 Hz,0.77183014
Independent,126,low + high,mid,500-750 Hz,0.5827773
Independent,126,low + high,mid,750-1000 Hz,0.6263547
Independent,126,low + high,mid,1-1.5 kHz,0.5490342
Independent,126,low + high,mid,1.5-2.5 kHz,0.57526463
Independent,126,low + high,mid,2.5-4 kHz,0.73935187
Independent,126,low + high,mid,>4 kHz,0.7853842
Independent,127,mid,mid,<250 Hz,0.6504811
Independent,127,mid,mid,250-500 Hz,0.58214295
Independent,127,mid,mid,500-750 Hz,0.58923155
Independent,127,mid,mid,750-1000 Hz,0.70302075
Independent,127,mid,mid,1-1.5 kHz,0.54659796
Independent,127,mid,mid,1.5-2.5 kHz,0.569053
Independent,127,mid,mid,2.5-4 kHz,0.61030394
Independent,127,mid,mid,>4 kHz,0.71969163
Contextual,0,low,low,<250 Hz,0.73152924
Contextual,0,low,low,250-500 Hz,0.7787133
Contextual,0,low,low,500-750 Hz,0.75070596
Contextual,0,low,low,750-1000 Hz,0.7707009
Contextual,0,low,low,1-1.5 kHz,0.58706415
Contextual,0,low,low,1.5-2.5 kHz,0.7457414
Contextual,0,low,low,2.5-4 kHz,0.6426621
Contextual,0,low,low,>4 kHz,0.595668
Contextual,1,mid,mid,<250 Hz,0.7324798
Contextual,1,mid,mid,250-500 Hz,0.7835194
Contextual,1,mid,mid,500-750 Hz,0.71349126
Contextual,1,mid,mid,750-1000 Hz,0.74269074
Contextual,1,mid,mid,1-1.5 kHz,0.5808462
Contextual,1,mid,mid,1.5-2.5 kHz,0.6812081
Contextual,1,mid,mid,2.5-4 kHz,0.68274254
Contextual,1,mid,mid,>4 kHz,0.6194545
Contextual,2,low + high,low + high,<250 Hz,0.7847341
Contextual,2,low + high,low + high,250-500 Hz,0.81966275
Contextual,2,low + high,low + high,500-750 Hz,0.7545215
Contextual,2,low + high,low + high,750-1000 Hz,0.8307757
Contextual,2,low + high,low + high,1-1.5 kHz,0.6734893
Contextual,2,low + high,low + high,1.5-2.5 kHz,0.6785732
Contextual,2,low + high,low + high,2.5-4 kHz,0.6966052
Contextual,2,low + high,low + high,>4 kHz,0.59101605
Contextual,3,high,low + high,<250 Hz,0.83342654
Contextual,3,high,low + high,250-500 Hz,0.83543134
Contextual,3,high,low + high,500-750 Hz,0.812405
Contextual,3,high,low + high,750-1000 Hz,0.891936
Contextual,3,high,low + high,1-1.5 kHz,0.7438177
Contextual,3,high,low + high,1.5-2.5 kHz,0.7228588
Contextual,3,high,low + high,2.5-4 kHz,0.6789374
Contextual,3,high,low + high,>4 kHz,0.5160507
Contextual,4,low,low,<250 Hz,0.74448663
Contextual,4,low,low,250-500 Hz,0.8081264
Contextual,4,low,low,500-750 Hz,0.71488655
Contextual,4,low,low,750-1000 Hz,0.75701
Contextual,4,low,low,1-1.5 kHz,0.59666926
Contextual,4,low,low,1.5-2.5 kHz,0.6627531
Contextual,4,low,low,2.5-4 kHz,0.6956346
Contextual,4,low,low,>4 kHz,0.6530203
